depth,Jsw,Heat
5.75,201.42620677524093,5.754962805570293
6.25,201.42620677524093,4.263381305712051
6.75,201.42620677524093,3.158390552985301
7.25,201.42620677524093,2.339793269680518
7.75,201.42620677524093,1.7333614868077805
8.25,201.42620677524093,1.284105772455156
8.75,201.42620677524093,0.9512889535173518
9.25,201.42620677524093,0.7047321898988981
9.75,201.42620677524093,0.5220784469780323
10.25,201.42620677524093,0.38676522614654046
10.75,201.42620677524093,0.28652272665544215
11.25,201.42620677524093,0.21226125654575892
11.75,201.42620677524093,0.15724700639389477
12.25,201.42620677524093,0.11649144748425186
12.75,201.42620677524093,0.08629898684992127
13.25,201.42620677524093,0.06393186188479365
13.75,201.42620677524093,0.04736188816636214
14.25,201.42620677524093,0.03508654971953094
14.75,201.42620677524093,0.02599275533308352
15.25,201.42620677524093,0.01925590675647015
15.75,201.42620677524093,0.014265126580941303
16.25,201.42620677524093,0.010567865691492408
16.75,201.42620677524093,0.007828867457974785
17.25,201.42620677524093,0.005799767660169879
17.75,201.42620677524093,0.004296573558374417
18.25,201.42620677524093,0.003182979978543056
18.75,201.42620677524093,0.0023580095641697976
19.25,201.42620677524093,0.0017468564496787445
19.75,201.42620677524093,0.0012941030868373893
20.25,201.42620677524093,0.0009586951461695927
20.75,201.42620677524093,0.0007102188323615578
21.25,201.42620677524093,0.0005261430516847362
21.75,201.42620677524093,0.00038977635937313584
22.25,201.42620677524093,0.0002887534290146041
22.75,201.42620677524093,0.0002139138014983436
23.25,201.42620677524093,0.00015847124180526524
23.75,201.42620677524093,0.00011739838338339879
24.25,201.42620677524093,8.697086148899973e-05
24.75,201.42620677524093,6.442959885943688e-05
0.25,511.03598732842363,395.8674754804461
0.75,511.03598732842363,293.2658388111877
1.25,511.03598732842363,217.25667689483552
1.75,511.03598732842363,160.94770480845492
2.25,511.03598732842363,119.23299229900599
2.75,511.03598732842363,88.32997320150658
3.25,511.03598732842363,65.43645358000391
3.75,511.03598732842363,48.47651710886032
4.25,511.03598732842363,35.91228714943277
4.75,511.03598732842363,26.604476666653696
5.25,511.03598732842363,19.709081066358674
5.75,511.03598732842363,14.600846366851572
6.25,511.03598732842363,10.816573025938103
6.75,511.03598732842363,8.013114382949333
7.25,511.03598732842363,5.936261139295607
7.75,511.03598732842363,4.397690414714999
8.25,511.03598732842363,3.2578891881382095
8.75,511.03598732842363,2.4135036715347553
9.25,511.03598732842363,1.787967495555171
9.75,511.03598732842363,1.3245588986939294
10.25,511.03598732842363,0.9812573665185725
10.75,511.03598732842363,0.7269333362951167
11.25,511.03598732842363,0.5385254607483733
11.75,511.03598732842363,0.39894947362341227
12.25,511.03598732842363,0.29554903919160425
12.75,511.03598732842363,0.21894811333811562
13.25,511.03598732842363,0.16220075174476195
13.75,511.03598732842363,0.1201612723007915
14.25,511.03598732842363,0.08901765994072385
14.75,511.03598732842363,0.06594590444653722
15.25,511.03598732842363,0.04885392759333025
15.75,511.03598732842363,0.036191879713004436
16.25,511.03598732842363,0.026811603932114694
16.75,511.03598732842363,0.019862524718612176
17.25,511.03598732842363,0.014714520220288898
17.75,511.03598732842363,0.010900784687779575
18.25,511.03598732842363,0.00807549991643539
18.75,511.03598732842363,0.005982477479209022
19.25,511.03598732842363,0.004431928321416081
19.75,511.03598732842363,0.0032832532532603717
20.25,511.03598732842363,0.0024322938331278084
20.75,511.03598732842363,0.00180188758963286
21.25,511.03598732842363,0.001334871158020284
21.75,511.03598732842363,0.000988896876123932
22.25,511.03598732842363,0.0007325928242078399
22.75,511.03598732842363,0.0005427181125138462
23.25,511.03598732842363,0.0004020554664442483
23.75,511.03598732842363,0.0002978500152665859
24.25,511.03598732842363,0.0002206527183398149
24.75,511.03598732842363,0.00016346355418908585
0.25,595.6135475328231,461.3843981054935
0.75,595.6135475328231,341.80196885481706
1.25,595.6135475328231,253.2131263925335
1.75,595.6135475328231,187.5848977473716
2.25,595.6135475328231,138.96631017596985
2.75,595.6135475328231,102.94877463926568
3.25,595.6135475328231,76.26632804962397
3.75,595.6135475328231,56.499485443650606
4.25,595.6135475328231,41.85584827579787
4.75,595.6135475328231,31.007575044800518
5.25,595.6135475328231,22.97097657234396
5.75,595.6135475328231,17.017317991645285
6.25,595.6135475328231,12.606739235345641
6.75,595.6135475328231,9.339302128927159
7.25,595.6135475328231,6.918725185560799
7.75,595.6135475328231,5.125517681352941
8.25,595.6135475328231,3.7970768887725663
8.75,595.6135475328231,2.812943744532167
9.25,595.6135475328231,2.083879979702089
9.75,595.6135475328231,1.5437762586771562
10.25,595.6135475328231,1.1436575810838903
10.75,595.6135475328231,0.8472423742877244
11.25,595.6135475328231,0.6276525882059862
11.75,595.6135475328231,0.4649764736010337
12.25,595.6135475328231,0.3444630438319776
12.75,595.6135475328231,0.2551844992222143
13.25,595.6135475328231,0.18904532665935606
13.75,595.6135475328231,0.1400482225239782
14.25,595.6135475328231,0.10375027501985092
14.75,595.6135475328231,0.07686009413544477
15.25,595.6135475328231,0.05693935817884949
15.75,595.6135475328231,0.04218171401281434
16.25,595.6135475328231,0.03124898232027819
16.75,595.6135475328231,0.023149815480622973
17.25,595.6135475328231,0.017149805113465182
17.75,595.6135475328231,0.012704888109195494
18.25,595.6135475328231,0.009412012603014532
18.75,595.6135475328231,0.006972590429599124
19.25,595.6135475328231,0.005165422035598004
19.75,595.6135475328231,0.0038266387614818475
20.25,595.6135475328231,0.002834843718472673
20.75,595.6135475328231,0.002100103879429672
21.25,595.6135475328231,0.0015557952192058618
21.75,595.6135475328231,0.001152561446037211
22.25,595.6135475328231,0.0008538385196796337
22.75,595.6135475328231,0.0006325391328985779
23.25,595.6135475328231,0.0004685965149454816
23.75,595.6135475328231,0.0003471448364195654
24.25,595.6135475328231,0.00025717122003518874
24.75,595.6135475328231,0.00019051712563701494
0.25,653.9158137851296,506.54750115180946
0.75,653.9158137851296,375.25961849405394
1.25,653.9158137851296,277.99916286646527
1.75,653.9158137851296,205.9468451857419
2.25,653.9158137851296,152.56917540551456
2.75,653.9158137851296,113.0260250547902
3.25,653.9158137851296,83.73173877181694
3.75,653.9158137851296,62.02999773152382
4.25,653.9158137851296,45.95295254835848
4.75,653.9158137851296,34.04278454194633
5.25,653.9158137851296,25.219515071415778
5.75,653.9158137851296,18.683076281662007
6.25,653.9158137851296,13.840763327841652
6.75,653.9158137851296,10.253489661408425
7.25,653.9158137851296,7.595971966742981
7.75,653.9158137851296,5.627234436750745
8.25,653.9158137851296,4.168757802792572
8.75,653.9158137851296,3.0882917379178223
9.25,653.9158137851296,2.287862790230332
9.75,653.9158137851296,1.694890441422345
10.25,653.9158137851296,1.255605721064953
10.75,653.9158137851296,0.9301755961571232
11.25,653.9158137851296,0.6890910300666763
11.75,653.9158137851296,0.5104911907817273
12.25,653.9158137851296,0.3781811756286107
12.75,653.9158137851296,0.2801635056245077
13.25,653.9158137851296,0.2075502297367003
13.75,653.9158137851296,0.15375699189562397
14.25,653.9158137851296,0.11390598115348957
14.75,653.9158137851296,0.08438362628313337
15.25,653.9158137851296,0.06251292787774186
15.75,653.9158137851296,0.046310715999993333
16.25,653.9158137851296,0.0343078222256114
16.75,653.9158137851296,0.02541585981664216
17.25,653.9158137851296,0.0188285320464608
17.75,653.9158137851296,0.013948519608707785
18.25,653.9158137851296,0.010333317477666963
18.75,653.9158137851296,0.007655109867544532
19.25,653.9158137851296,0.005671044871197408
19.75,653.9158137851296,0.004201213370886642
20.25,653.9158137851296,0.003112335414124482
20.75,653.9158137851296,0.0023056747836563986
21.25,653.9158137851296,0.001708085890699037
21.75,653.9158137851296,0.0012653811503192092
22.25,653.9158137851296,0.0009374174122636612
22.75,653.9158137851296,0.0006944558993892254
23.25,653.9158137851296,0.0005144655837274486
23.75,653.9158137851296,0.0003811254783389495
24.25,653.9158137851296,0.00028234469871952947
24.75,653.9158137851296,0.0002091660973243174
0.25,815.1862127855087,631.4735480545996
0.75,815.1862127855087,467.80711027737976
1.25,815.1862127855087,346.5600310579446
1.75,815.1862127855087,256.7379855677474
2.25,815.1862127855087,190.19617764970724
2.75,815.1862127855087,140.90079390692003
3.25,815.1862127855087,104.38187543476593
3.75,815.1862127855087,77.327995231004
4.25,815.1862127855087,57.28598783591676
4.75,815.1862127855087,42.43850357859837
5.25,815.1862127855087,31.439216709491966
5.75,815.1862127855087,23.29074458235278
6.25,815.1862127855087,17.25420795985094
6.75,815.1862127855087,12.78223164008911
7.25,815.1862127855087,9.469310099952372
7.75,815.1862127855087,7.015037459330138
8.25,815.1862127855087,5.196867568636547
8.75,815.1862127855087,3.8499341853158535
9.25,815.1862127855087,2.85210139290741
9.75,815.1862127855087,2.112888679097517
10.25,815.1862127855087,1.5652664317475677
10.75,815.1862127855087,1.159577892860054
11.25,815.1862127855087,0.859036431330441
11.75,815.1862127855087,0.6363898405589902
12.25,815.1862127855087,0.47144918934283325
12.75,815.1862127855087,0.34925814959079615
13.25,815.1862127855087,0.25873680093844287
13.75,815.1862127855087,0.19167693649609696
14.25,815.1862127855087,0.14199776704076134
14.75,815.1862127855087,0.1051945331199138
15.25,815.1862127855087,0.07793002685133853
15.75,815.1862127855087,0.05773198382968717
16.25,815.1862127855087,0.04276890553713453
16.75,815.1862127855087,0.0316839845005245
17.25,815.1862127855087,0.02347207302178567
17.75,815.1862127855087,0.0173885393717106
18.25,815.1862127855087,0.012881746797604657
18.75,815.1862127855087,0.009543032741873894
19.25,815.1862127855087,0.007069652535742401
19.75,815.1862127855087,0.005237327412366676
20.25,815.1862127855087,0.003879907574757064
20.75,815.1862127855087,0.0028743062259410507
21.25,815.1862127855087,0.0021293384239960316
21.75,815.1862127855087,0.0015774527024939552
22.25,815.1862127855087,0.0011686057042711382
22.75,815.1862127855087,0.0008657243985166498
23.25,815.1862127855087,0.0006413444085098556
23.75,815.1862127855087,0.00047511962355643964
24.25,815.1862127855087,0.0003519772741340496
24.75,815.1862127855087,0.0002607511779443877
0.25,782.976979522705,606.5230784691523
0.75,782.976979522705,449.32334779391533
1.25,782.976979522705,332.866923023441
1.75,782.976979522705,246.5938816380239
2.25,782.976979522705,182.68124062607907
2.75,782.976979522705,135.33359163254062
3.25,782.976979522705,100.25759055168497
3.75,782.976979522705,74.27264984233545
4.25,782.976979522705,55.02253230151524
4.75,782.976979522705,40.761694477010856
5.25,782.976979522705,30.19700597443099
5.75,782.976979522705,22.370492235893177
6.25,782.976979522705,16.572468253968566
6.75,782.976979522705,12.27718644420925
7.25,782.976979522705,9.095163416576804
7.75,782.976979522705,6.737862779077883
8.25,782.976979522705,4.9915315151940485
8.75,782.976979522705,3.697817495562775
9.25,782.976979522705,2.7394105774685418
9.75,782.976979522705,2.0294052697169227
10.25,782.976979522705,1.5034204009537924
10.75,782.976979522705,1.1137612263711827
11.25,782.976979522705,0.8250946099845876
11.75,782.976979522705,0.6112451208628583
12.25,782.976979522705,0.4528215228380043
12.75,782.976979522705,0.3354584348352363
13.25,782.976979522705,0.24851372080731382
13.75,782.976979522705,0.1841034924634673
14.25,782.976979522705,0.13638722170807605
14.75,782.976979522705,0.10103813890949977
15.25,782.976979522705,0.07485089428792782
15.75,782.976979522705,0.05545090632281811
16.25,782.976979522705,0.041079041757258704
16.75,782.976979522705,0.030432102621922412
17.25,782.976979522705,0.022544656115975982
17.75,782.976979522705,0.016701492029718525
18.25,782.976979522705,0.012372769608185983
18.75,782.976979522705,0.00916597316604117
19.25,782.976979522705,0.006790319931682999
19.75,782.976979522705,0.005030392729649
20.25,782.976979522705,0.003726606591308819
20.75,782.976979522705,0.002760738064154164
21.25,782.976979522705,0.002045205060454977
21.75,782.976979522705,0.0015151251738155028
22.25,782.976979522705,0.0011224323353760783
22.75,782.976979522705,0.000831518325528931
23.25,782.976979522705,0.0006160039263825849
23.75,782.976979522705,0.00045634693267569806
24.25,782.976979522705,0.00033807012267837066
24.75,782.976979522705,0.0002504485067482405
0.25,709.5493914286297,549.6433387831505
0.75,709.5493914286297,407.1858002468922
1.25,709.5493914286297,301.65066002576407
1.75,709.5493914286297,223.46830522775232
2.25,709.5493914286297,165.54939225758255
2.75,709.5493914286297,122.64200620720204
3.25,709.5493914286297,90.85543281925563
3.75,709.5493914286297,67.3073600804283
4.25,709.5493914286297,49.86251873356659
4.75,709.5493914286297,36.93906240690961
5.25,709.5493914286297,27.365130485937716
5.75,709.5493914286297,20.272587275315416
6.25,709.5493914286297,15.018302033914
6.75,709.5493914286297,11.125831790424796
7.25,709.5493914286297,8.24221891058659
7.75,709.5493914286297,6.105985947809965
8.25,709.5493914286297,4.5234256453641475
8.75,709.5493914286297,3.35103613798472
9.25,709.5493914286297,2.4825086291819765
9.75,709.5493914286297,1.8390876254976027
10.25,709.5493914286297,1.3624296223988996
10.75,709.5493914286297,1.0093126886696169
11.25,709.5493914286297,0.7477172301317063
11.75,709.5493914286297,0.5539225479992334
12.25,709.5493914286297,0.4103559164042756
12.75,709.5493914286297,0.30399913983683124
13.25,709.5493914286297,0.2252081018626941
13.75,709.5493914286297,0.16683826530502802
14.25,709.5493914286297,0.12359682684489535
14.75,709.5493914286297,0.09156278134514169
15.25,709.5493914286297,0.067831376756777
15.75,709.5493914286297,0.05025071983534683
16.25,709.5493914286297,0.03722664885639712
16.75,709.5493914286297,0.027578179767739252
17.25,709.5493914286297,0.020430418065177126
17.75,709.5493914286297,0.015135225958828134
18.25,709.5493914286297,0.011212451164434818
18.75,709.5493914286297,0.008306388121117251
19.25,709.5493914286297,0.0061535236681778465
19.75,709.5493914286297,0.004558642454782347
20.25,709.5493914286297,0.003377125392075994
20.75,709.5493914286297,0.0025018360239767896
21.25,709.5493914286297,0.0018534057117199076
21.75,709.5493914286297,0.0013730367215576765
22.25,709.5493914286297,0.0010171706209950162
22.75,709.5493914286297,0.0007535385295752455
23.25,709.5493914286297,0.000558235072695052
23.75,709.5493914286297,0.0004135507132760775
24.25,709.5493914286297,0.00030636590357083936
24.75,709.5493914286297,0.00022696144356089583
0.25,458.7586731380885,355.37152430171585
0.75,458.7586731380885,263.265700314147
1.25,458.7586731380885,195.03202767325274
1.75,458.7586731380885,144.48327971684665
2.25,458.7586731380885,107.0358461980933
2.75,458.7586731380885,79.29410512963348
3.25,458.7586731380885,58.742517872684154
3.75,458.7586731380885,43.51752756880588
4.25,458.7586731380885,32.238577341990386
4.75,458.7586731380885,23.882925503803254
5.25,458.7586731380885,17.69290637640155
5.75,458.7586731380885,13.10722742045402
6.25,458.7586731380885,9.710072895691367
6.75,458.7586731380885,7.193398925275855
7.25,458.7586731380885,5.329000992476642
7.75,458.7586731380885,3.947821033257655
8.25,458.7586731380885,2.924617753427795
8.75,458.7586731380885,2.1666101202685426
9.25,458.7586731380885,1.6050642542083449
9.75,458.7586731380885,1.1890608448824547
10.25,458.7586731380885,0.8808779393881202
10.75,458.7586731380885,0.652570427695285
11.25,458.7586731380885,0.4834360631147287
11.75,458.7586731380885,0.35813824409002804
12.25,458.7586731380885,0.26531533674484936
12.75,458.7586731380885,0.19655043568689015
13.25,458.7586731380885,0.1456081440397784
13.75,458.7586731380885,0.10786916618431584
14.25,458.7586731380885,0.07991144375908547
14.75,458.7586731380885,0.05919985357771282
15.25,458.7586731380885,0.04385633019205941
15.75,458.7586731380885,0.03248956849851139
16.25,458.7586731380885,0.024068864325783985
16.75,458.7586731380885,0.017830653243656985
17.25,458.7586731380885,0.013209272809558657
17.75,458.7586731380885,0.009785669979276634
18.25,458.7586731380885,0.007249402622226227
18.75,458.7586731380885,0.00537048955160301
19.25,458.7586731380885,0.003978556513808303
19.75,458.7586731380885,0.002947387157441123
20.25,458.7586731380885,0.0021834781096356777
20.75,458.7586731380885,0.0016175603680777854
21.25,458.7586731380885,0.0011983181937246488
21.75,458.7586731380885,0.0008877359520856254
22.25,458.7586731380885,0.0006576509684592632
22.75,458.7586731380885,0.0004871998202835996
23.25,458.7586731380885,0.00036092650397894936
23.75,458.7586731380885,0.00026738093047455803
24.25,458.7586731380885,0.0001980806651583844
24.75,458.7586731380885,0.0001467417659140854
0.25,347.224971076118,268.9733719972573
0.75,347.224971076118,199.26037485376995
1.25,347.224971076118,147.61571635154195
1.75,347.224971076118,109.35641233220647
2.25,347.224971076118,81.0132228040815
2.75,347.224971076118,60.01607156941121
3.25,347.224971076118,44.46099935235785
3.75,347.224971076118,32.937518429944745
4.25,347.224971076118,24.400713796942963
4.75,347.224971076118,18.076493378415122
5.25,347.224971076118,13.391395660762349
5.75,347.224971076118,9.920589905850843
6.25,347.224971076118,7.349353762165432
6.75,347.224971076118,5.444535177247885
7.25,347.224971076118,4.0334108624478
7.75,347.224971076118,2.988024258396893
8.25,347.224971076118,2.213582814459394
8.75,347.224971076118,1.6398624819394378
9.25,347.224971076118,1.2148400060330804
9.75,347.224971076118,0.8999756116823941
10.25,347.224971076118,0.6667183313034919
10.75,347.224971076118,0.4939170878921366
11.25,347.224971076118,0.3659027782165484
11.75,347.224971076118,0.27106744510088066
12.25,347.224971076118,0.20081170236437368
12.75,347.224971076118,0.14876496803764205
13.25,347.224971076118,0.11020779892141865
13.75,347.224971076118,0.08164394550221385
14.25,347.224971076118,0.06048332243638527
14.75,347.224971076118,0.04480714730824152
15.25,347.224971076118,0.03319395114271508
15.75,347.224971076118,0.02459068382294209
16.25,347.224971076118,0.01821722663505865
16.75,347.224971076118,0.013495653421539763
17.25,347.224971076118,0.009997825954682217
17.75,347.224971076118,0.0074065716344331725
18.25,347.224971076118,0.005486923219572472
18.75,347.224971076118,0.004064812696540878
19.25,347.224971076118,0.0030112873092558723
19.75,347.224971076118,0.0022308165064043716
20.25,347.224971076118,0.0016526295149418915
20.75,347.224971076118,0.0012242980567053437
21.25,347.224971076118,0.0009069823079525371
21.75,347.224971076118,0.0006719090195671972
22.25,347.224971076118,0.0004977624443357682
22.75,347.224971076118,0.0003687514883350062
23.25,347.224971076118,0.0002731778214620748
23.75,347.224971076118,0.0002023751076252421
24.25,347.224971076118,0.00014992316714120316
24.75,347.224971076118,0.00011106581392051385
0.25,232.7957936774356,180.33227684673378
0.75,232.7957936774356,133.59343646508026
1.25,232.7957936774356,98.96845189681687
1.75,232.7957936774356,73.31763243782406
2.25,232.7957936774356,54.31503800718504
2.75,232.7957936774356,40.23756981274269
3.25,232.7957936774356,29.808724873232446
3.75,232.7957936774356,22.082846521378922
4.25,232.7957936774356,16.3593750675554
4.75,232.7957936774356,12.119323129011246
5.25,232.7957936774356,8.978215396300902
5.75,232.7957936774356,6.6512255547848405
6.25,232.7957936774356,4.927349080848477
6.75,232.7957936774356,3.650269978751867
7.25,232.7957936774356,2.7041865106668506
7.75,232.7957936774356,2.0033106392237197
8.25,232.7957936774356,1.4840890232224697
8.75,232.7957936774356,1.099440189516939
9.25,232.7957936774356,0.8144853249439097
9.75,232.7957936774356,0.603385569196318
10.25,232.7957936774356,0.4469990237570419
10.75,232.7957936774356,0.3311450214261565
11.25,232.7957936774356,0.24531826556053463
11.75,232.7957936774356,0.18173624099328045
12.25,232.7957936774356,0.1346335186860259
12.75,232.7957936774356,0.09973896375710056
13.25,232.7957936774356,0.0738884416631736
13.75,232.7957936774356,0.05473790388185713
14.25,232.7957936774356,0.040550836557604344
14.75,232.7957936774356,0.03004079858575958
15.25,232.7957936774356,0.022254770956160262
15.75,232.7957936774356,0.016486739821421837
16.25,232.7957936774356,0.012213677259348141
16.75,232.7957936774356,0.00904811465525106
17.25,232.7957936774356,0.006703008199427259
17.75,232.7957936774356,0.004965710607514664
18.25,232.7957936774356,0.00367868889667935
18.75,232.7957936774356,0.002725239762879586
19.25,232.7957936774356,0.002018907272067524
19.75,232.7957936774356,0.0014956432930144428
20.25,232.7957936774356,0.001107999803105504
20.75,232.7957936774356,0.000820826442652314
21.25,232.7957936774356,0.000608083184734191
21.75,232.7957936774356,0.0004504791029412562
22.25,232.7957936774356,0.0003337231274952376
22.75,232.7957936774356,0.00024722817351135985
23.25,232.7957936774356,0.0001831511356030768
23.75,232.7957936774356,0.00013568169839330726
24.25,232.7957936774356,0.0001005154743828035
24.75,232.7957936774356,7.446369488324724e-05
0.25,105.67431244108428,81.85925125914747
0.75,105.67431244108428,60.64282486413931
1.25,105.67431244108428,44.92530961296472
1.75,105.67431244108428,33.28148793105179
2.25,105.67431244108428,24.655532670721865
2.75,105.67431244108428,18.265267843084136
3.25,105.67431244108428,13.531243223788588
3.75,105.67431244108428,10.024191528658612
4.25,105.67431244108428,7.426103732033623
4.75,105.67431244108428,5.501392953363012
5.25,105.67431244108428,4.075532138981328
5.75,105.67431244108428,3.019228467531304
6.25,105.67431244108428,2.2366994611481297
6.75,105.67431244108428,1.656987715007515
7.25,105.67431244108428,1.2275266907233329
7.75,105.67431244108428,0.909374138860977
8.25,105.67431244108428,0.6736809314849579
8.75,105.67431244108428,0.4990751089698889
9.25,105.67431244108428,0.36972393421360766
9.75,105.67431244108428,0.2738982270875694
10.25,105.67431244108428,0.20290879723889024
10.75,105.67431244108428,0.15031853413118204
11.25,105.67431244108428,0.11135870899054638
11.75,105.67431244108428,0.0824965606517898
12.25,105.67431244108428,0.061114955274420346
12.75,105.67431244108428,0.04527507242343886
13.25,105.67431244108428,0.033540598593967894
13.75,105.67431244108428,0.024847486570983006
14.25,105.67431244108428,0.018407470789928528
14.75,105.67431244108428,0.013636589757845537
15.25,105.67431244108428,0.010102234160573662
15.75,105.67431244108428,0.007483919135746256
16.25,105.67431244108428,0.005544223657869398
16.75,105.67431244108428,0.004107261905284296
17.25,105.67431244108428,0.0030427344565465125
17.75,105.67431244108428,0.00225411312610574
18.25,105.67431244108428,0.0016698880752969605
18.75,105.67431244108428,0.001237083512679112
19.25,105.67431244108428,0.0009164540066976301
19.75,105.67431244108428,0.000678925826578369
20.25,105.67431244108428,0.0005029606228206515
20.75,105.67431244108428,0.0003726023936709641
21.25,105.67431244108428,0.00027603064230107243
21.75,105.67431244108428,0.0002044885292831124
22.25,105.67431244108428,0.00015148882841333657
22.75,105.67431244108428,0.000112225684318326
23.25,105.67431244108428,8.313883177149053e-05
23.75,105.67431244108428,6.159076142251224e-05
24.25,105.67431244108428,4.562755828745775e-05
24.75,105.67431244108428,3.38017265445658e-05
0.25,20.127759813732524,15.591711077322588
0.75,20.127759813732524,11.55062365768555
1.25,20.127759813732524,8.556912465850765
1.75,20.127759813732524,6.3391166674807735
2.25,20.127759813732524,4.696133130296929
2.75,20.127759813732524,3.4789809896710366
3.25,20.127759813732524,2.5772925065536194
3.75,20.127759813732524,1.9093052488813766
4.25,20.127759813732524,1.4144481172145662
4.75,20.127759813732524,1.0478489374415005
5.25,20.127759813732524,0.7762655853786412
5.75,20.127759813732524,0.5750716897366573
6.25,20.127759813732524,0.4260235859551393
6.75,20.127759813732524,0.3156060349157312
7.25,20.127759813732524,0.23380670122268418
7.75,20.127759813732524,0.17320826438325093
8.25,20.127759813732524,0.12831583822776843
8.75,20.127759813732524,0.09505871096117859
9.25,20.127759813732524,0.07042122511455805
9.75,20.127759813732524,0.05216932668759361
10.25,20.127759813732524,0.03864798777086636
10.75,20.127759813732524,0.028631133533341985
11.25,20.127759813732524,0.02121046540027108
11.75,20.127759813732524,0.015713099237659966
12.25,20.127759813732524,0.011640550218638515
12.75,20.127759813732524,0.008623531700727967
13.25,20.127759813732524,0.006388469410525683
13.75,20.127759813732524,0.004732694541585216
14.25,20.127759813732524,0.0035060663493272416
14.75,20.127759813732524,0.002597357834500651
15.25,20.127759813732524,0.001924170009428491
15.75,20.127759813732524,0.0014254602026739405
16.25,20.127759813732524,0.001056006890997509
16.75,20.127759813732524,0.0007823091460164082
17.25,20.127759813732524,0.0005795488695749092
17.75,20.127759813732524,0.00042934036235658496
18.25,20.127759813732524,0.0003180631633078496
18.75,20.127759813732524,0.00023562698670611963
19.25,20.127759813732524,0.00017455676503622252
19.75,20.127759813732524,0.00012931483208209098
20.25,20.127759813732524,9.57987838108097e-05
20.75,20.127759813732524,7.096948456619667e-05
21.25,20.127759813732524,5.2575487279028424e-05
21.75,20.127759813732524,3.894887893752417e-05
22.25,20.127759813732524,2.8854039192044272e-05
22.75,20.127759813732524,2.1375597973730774e-05
23.25,20.127759813732524,1.5835432456906985e-05
23.75,20.127759813732524,1.1731176896451346e-05
24.25,20.127759813732524,8.690669594931573e-06
24.75,20.127759813732524,6.43820638584991e-06
0.25,0.0055844444698749385,0.004325918309211746
0.75,0.0055844444698749385,0.0032047191046447117
1.25,0.0055844444698749385,0.002374114304887603
1.75,0.0055844444698749385,0.0017587871350418474
2.25,0.0055844444698749385,0.0013029415559395981
2.75,0.0055844444698749385,0.0009652428451234419
3.25,0.0055844444698749385,0.0007150694870501072
3.75,0.0055844444698749385,0.0005297365050602491
4.25,0.0055844444698749385,0.00039243845510888564
4.75,0.0055844444698749385,0.00029072555804084675
5.25,0.0055844444698749385,0.00021537479061451963
5.75,0.0055844444698749385,0.00015955356916274604
6.25,0.0055844444698749385,0.0001182001912105629
6.75,0.0055844444698749385,8.756485533684804e-05
7.25,0.0055844444698749385,6.486964032489581e-05
7.75,0.0055844444698749385,4.805661152175233e-05
8.25,0.0055844444698749385,3.5601213439537075e-05
8.75,0.0055844444698749385,2.6374027594387924e-05
9.25,0.0055844444698749385,1.9538360194684997e-05
9.75,0.0055844444698749385,1.4474373234465045e-05
10.25,0.0055844444698749385,1.0722879425039476e-05
10.75,0.0055844444698749385,7.943704456242341e-06
11.25,0.0055844444698749385,5.884841000894885e-06
11.75,0.0055844444698749385,4.3595974392777695e-06
12.25,0.0055844444698749385,3.2296692178543308e-06
12.75,0.0055844444698749385,2.3925978033613616e-06
13.25,0.0055844444698749385,1.7724800474931507e-06
13.75,0.0055844444698749385,1.3130855149777218e-06
14.25,0.0055844444698749385,9.727576748087342e-07
14.75,0.0055844444698749385,7.206366098062909e-07
15.25,0.0055844444698749385,5.338607310348015e-07
15.75,0.0055844444698749385,3.954937568570432e-07
16.25,0.0055844444698749385,2.929889812455625e-07
16.75,0.0055844444698749385,2.1705157576568705e-07
17.25,0.0055844444698749385,1.607957621548992e-07
17.75,0.0055844444698749385,1.1912043041275308e-07
18.25,0.0055844444698749385,8.824658530521621e-08
18.75,0.0055844444698749385,6.537467830704767e-08
19.25,0.0055844444698749385,4.8430752861066807e-08
19.75,0.0055844444698749385,3.5878384160811503e-08
20.25,0.0055844444698749385,2.6579360714947485e-08
20.75,0.0055844444698749385,1.969047471170497e-08
21.25,0.0055844444698749385,1.4587062440303628e-08
21.75,0.0055844444698749385,1.0806361641998864e-08
22.25,0.0055844444698749385,8.005549603668759e-09
22.75,0.0055844444698749385,5.930657012969118e-09
23.25,0.0055844444698749385,4.393538775821338e-09
23.75,0.0055844444698749385,3.2548135784000942e-09
24.25,0.0055844444698749385,2.4112252038010553e-09
24.75,0.0055844444698749385,1.7862795651428092e-09
0.25,0.0,0.0
0.75,0.0,0.0
1.25,0.0,0.0
1.75,0.0,0.0
2.25,0.0,0.0
2.75,0.0,0.0
3.25,0.0,0.0
3.75,0.0,0.0
4.25,0.0,0.0
4.75,0.0,0.0
5.25,0.0,0.0
5.75,0.0,0.0
6.25,0.0,0.0
6.75,0.0,0.0
7.25,0.0,0.0
7.75,0.0,0.0
8.25,0.0,0.0
8.75,0.0,0.0
9.25,0.0,0.0
9.75,0.0,0.0
10.25,0.0,0.0
10.75,0.0,0.0
11.25,0.0,0.0
11.75,0.0,0.0
12.25,0.0,0.0
12.75,0.0,0.0
13.25,0.0,0.0
13.75,0.0,0.0
14.25,0.0,0.0
14.75,0.0,0.0
15.25,0.0,0.0
15.75,0.0,0.0
16.25,0.0,0.0
16.75,0.0,0.0
17.25,0.0,0.0
17.75,0.0,0.0
18.25,0.0,0.0
18.75,0.0,0.0
19.25,0.0,0.0
19.75,0.0,0.0
20.25,0.0,0.0
20.75,0.0,0.0
